
title,endpoint
Two Lane Rural Road Prioritized Segments,https://data.virginia.gov/api/action/datastore_search?resource_id=80d1301f-5eae-42e7-aa36-fd1acc8b8054&limit=0
Managed Care Information for Medicaid and CHIP Beneficiaries by Year,https://data.virginia.gov/api/action/datastore_search?resource_id=80de8adf-53ab-4ec2-a594-7b52ff747b28&limit=0
Virginia’s Community Colleges Academic data of Students (2017-2021),https://data.virginia.gov/api/action/datastore_search?resource_id=812b85a8-fdaa-4dc4-8437-f01e6bc81dee&limit=0
Full-time Equivalent (FTE) Totals by Agency (2023-2019) - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=814fb70b-c99f-4715-a26b-2fd23b34888e&limit=0
Permits and Inspections,https://data.virginia.gov/api/action/datastore_search?resource_id=8158725f-1754-4f58-bf94-12045e1384aa&limit=0
WaterBodies layer,https://data.virginia.gov/api/action/datastore_search?resource_id=81593b71-2064-4506-bf26-07c3884a3f5a&limit=0
Human Services Regions,https://data.virginia.gov/api/action/datastore_search?resource_id=8167447d-ea03-47f9-a2dd-b41e58003177&limit=0
Virginia Bar Exam Pass Rates 2014,https://data.virginia.gov/api/action/datastore_search?resource_id=81d0bcf0-f5d8-45f5-80b2-2baa2aa1bfcb&limit=0
Managed Care Information for Medicaid and CHIP Beneficiaries by Month,https://data.virginia.gov/api/action/datastore_search?resource_id=81df408a-18a5-4c95-a4f8-c8af1bcd8223&limit=0
RPA layer,https://data.virginia.gov/api/action/datastore_search?resource_id=8247b55b-3026-45ac-8e7a-1994dd8767fc&limit=0
DOE Credential Failed Students 2017 - 2018,https://data.virginia.gov/api/action/datastore_search?resource_id=8251aa67-e3bc-4a38-b5f8-35fc8131e046&limit=0
Choose Maryland: Compare Metros - Workforce,https://data.virginia.gov/api/action/datastore_search?resource_id=8269102f-2125-49b2-b98a-2d3b4aeafd45&limit=0
Sanitary Sewer Node,https://data.virginia.gov/api/action/datastore_search?resource_id=8292acea-d861-4a19-bd72-1eb7836318fa&limit=0
School-Age Population Estimates- Town Estimates,https://data.virginia.gov/api/action/datastore_search?resource_id=82b19d63-bfd6-4d7a-8c4c-8617be6171a3&limit=0
Statewide Eligible Training Providers Performance Report TX,https://data.virginia.gov/api/action/datastore_search?resource_id=82bd143c-a012-41aa-81d0-b1b1537e3abb&limit=0
VDOT Posted Speed Limits,https://data.virginia.gov/api/action/datastore_search?resource_id=82c95f43-0336-42fc-bc4b-7536bac640a1&limit=0
U.S. Federal Endangered and Threatened Species by Calendar Year,https://data.virginia.gov/api/action/datastore_search?resource_id=82caaa03-326a-48d3-bf8f-570aa14f661e&limit=0
2018 - 2019 Career Technical Education Report- New York,https://data.virginia.gov/api/action/datastore_search?resource_id=82dd1cdd-6a6c-43c4-ba97-f89b31b23a7e&limit=0
Bedford County Public Library - Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=82fdea67-68d9-494e-9819-34ae3b520c84&limit=0
2022 - 2024 NTD Annual Data - Fuel and Energy,https://data.virginia.gov/api/action/datastore_search?resource_id=835fc8f3-8722-452e-af65-df3c34f2620e&limit=0
VDH PUD Reportable Disease Surveillance Virginia Demographics,https://data.virginia.gov/api/action/datastore_search?resource_id=836c1627-2dd9-4593-b770-d21e7a0096a1&limit=0
Patient Characteristics of Laboratory-Confirmed COVID-19 Hospitalizations from the COVID-NET Surveillance System,https://data.virginia.gov/api/action/datastore_search?resource_id=838e7a97-be92-419a-9901-c422398eb5ee&limit=0
featAuto_tafVersion,https://data.virginia.gov/api/action/datastore_search?resource_id=83a5e030-bb53-4057-8893-7a0a620511a1&limit=0
Colleges & Universities,https://data.virginia.gov/api/action/datastore_search?resource_id=83b43ad7-7f27-4a50-87b4-d7f303639906&limit=0
Bus Stops,https://data.virginia.gov/api/action/datastore_search?resource_id=83c67fdd-2093-4064-aabc-aceec7d73fe1&limit=0
Largest Employers in Richmond VA,https://data.virginia.gov/api/action/datastore_search?resource_id=83da197f-d3f3-4b86-a678-455048d3df06&limit=0
Nonfarm Employment in Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=8404a966-bde5-4cd1-af1e-3708b009ad3c&limit=0
2023_Active_Business_Licenses_in_the_Town_of_Dumfries_20240204,https://data.virginia.gov/api/action/datastore_search?resource_id=842379a1-8e90-49c5-9121-87b70188c8b0&limit=0
TechnologyZone layer,https://data.virginia.gov/api/action/datastore_search?resource_id=84318f65-5074-43f1-8588-999525fbe083&limit=0
2023 State Occupational Injuries and Illness Incidence Rates,https://data.virginia.gov/api/action/datastore_search?resource_id=844a8a50-65cd-49ff-9a55-e1dd3629a5ad&limit=0
"Evergreen Interment Ledger, 1926-1962",https://data.virginia.gov/api/action/datastore_search?resource_id=845b8949-2a51-4620-9ab5-a8d3e0f5b5e5&limit=0
Town Corporate Limits,https://data.virginia.gov/api/action/datastore_search?resource_id=84726294-6b1e-4ef9-a38c-96aa868fdb48&limit=0
Development Tracking,https://data.virginia.gov/api/action/datastore_search?resource_id=84ac0079-aedc-4c07-84cd-cbf8c3d145a0&limit=0
Workforce Development Training through Agency Partnerships/Programs FY 2015-2018 - PA,https://data.virginia.gov/api/action/datastore_search?resource_id=84be4c9d-bb6c-45fc-9293-83605696b231&limit=0
Planning Areas,https://data.virginia.gov/api/action/datastore_search?resource_id=84ff1679-efd0-4122-b0ce-81ba08adcfd6&limit=0
ASPR Treatments Locator,https://data.virginia.gov/api/action/datastore_search?resource_id=8532a5ac-21c0-425d-a740-a55f6323930b&limit=0
StreetCenterlines layer,https://data.virginia.gov/api/action/datastore_search?resource_id=854f47cc-be78-43a4-bc9f-5b09625e3109&limit=0
2018-2023_BLS_DATA,https://data.virginia.gov/api/action/datastore_search?resource_id=857b0036-b1a1-4115-8e22-bc2af86271cb&limit=0
Bird Collection Database,https://data.virginia.gov/api/action/datastore_search?resource_id=85b59d81-55c9-468f-8775-625da1184581&limit=0
Neighborhood Ultility Permits Polygon,https://data.virginia.gov/api/action/datastore_search?resource_id=85de4ef4-f1a6-4913-a0a7-ffaaf74bf921&limit=0
Pocket Guide to Transportation-Passenger Miles Traveled,https://data.virginia.gov/api/action/datastore_search?resource_id=862d8096-29cd-41fc-8eb7-721d09be4434&limit=0
BEAM Dashboard - Isolates by HHS Region,https://data.virginia.gov/api/action/datastore_search?resource_id=862defc0-ba8e-4c91-83bd-a7da5ff18034&limit=0
Sewer Structures,https://data.virginia.gov/api/action/datastore_search?resource_id=86466789-ef22-4279-86d7-3fda89b721ec&limit=0
Educational Attainment (Population 25 years & over),https://data.virginia.gov/api/action/datastore_search?resource_id=865d576d-8626-427a-862f-6ec370c71c9d&limit=0
Estuaries (2020 Final WQA IR Assessment),https://data.virginia.gov/api/action/datastore_search?resource_id=8668a516-25a9-4788-a135-96ce9d7523c4&limit=0
Permit Application Review Time,https://data.virginia.gov/api/action/datastore_search?resource_id=86691519-b7a7-4c33-b258-9a2f425ca11a&limit=0
Foster Care,https://data.virginia.gov/api/action/datastore_search?resource_id=866a30de-37f9-4376-a335-8dbd286c02b0&limit=0
Employment First Annual OVR Outcomes Current Statewide Labor & Industry - PA,https://data.virginia.gov/api/action/datastore_search?resource_id=872e811d-c47f-42f2-8ef8-0e3409cbb408&limit=0
Virginia 2020-30 Occupational Projections by Standard Occupational Classification (SOC) System Occupational Group,https://data.virginia.gov/api/action/datastore_search?resource_id=875ec57f-04fa-4de7-91a8-775f61742b3f&limit=0
Tax Administration's Real Estate -  Parcels Data,https://data.virginia.gov/api/action/datastore_search?resource_id=877edfdc-7bf2-4cf4-b66d-078a08222f66&limit=0
"Monthly COVID-19 Death Rates per 100,000 Population by Age Group, Race and Ethnicity, Sex, and Region with Double Stratification",https://data.virginia.gov/api/action/datastore_search?resource_id=87ac678a-e309-429f-8515-52e02f83a939&limit=0
2016 State Occupational Injury and Illness Counts,https://data.virginia.gov/api/action/datastore_search?resource_id=87c13e53-a381-4e7a-825a-c58cee48e8d4&limit=0
implAuto_map,https://data.virginia.gov/api/action/datastore_search?resource_id=87d75f12-f6c3-4576-a19d-821766e43310&limit=0
"Weekly Cumulative Estimated Number of COVID-19 Vaccinations Administered in Retail Pharmacies and Physician Medical Offices, Adults 18 years and older, by Season and Age Group, United States",https://data.virginia.gov/api/action/datastore_search?resource_id=87dd0822-15da-4bed-8a10-9a7488975f8d&limit=0
General partnership,https://data.virginia.gov/api/action/datastore_search?resource_id=883ab241-c33f-40e4-892f-03d0c9dbac4a&limit=0
16 Squares,https://data.virginia.gov/api/action/datastore_search?resource_id=88505c68-e12c-4bb5-bebc-4b90ebeaf01f&limit=0
Capital Bike Share Station Points,https://data.virginia.gov/api/action/datastore_search?resource_id=8854cb8c-dd13-4b59-abb7-e8c27e3f9254&limit=0
Health Opportunity Index - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=89114d14-fccc-4833-8f3b-ca08ff8c81de&limit=0
Historic District,https://data.virginia.gov/api/action/datastore_search?resource_id=8945e4ce-f2d5-4da2-a698-abb0e32c7a30&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 2022-02-07 to 2022-02-13,https://data.virginia.gov/api/action/datastore_search?resource_id=894bad11-9c56-426d-8e96-4a6100e18241&limit=0
Bikeways and Trails,https://data.virginia.gov/api/action/datastore_search?resource_id=8977b8e6-37f5-4166-8021-c1f2f6a25d7a&limit=0
Virginia Statewide Rail,https://data.virginia.gov/api/action/datastore_search?resource_id=89e05a98-af4d-4897-a911-e5352e9c3225&limit=0
"DQS Health, United States Dataset Footnote Lookup",https://data.virginia.gov/api/action/datastore_search?resource_id=89e81222-538a-430c-9ec5-1af3d282bba7&limit=0
Railroads,https://data.virginia.gov/api/action/datastore_search?resource_id=8a127ddf-fc54-496a-b631-54c64f91d240&limit=0
Sanitary Sewer Shed,https://data.virginia.gov/api/action/datastore_search?resource_id=8a2c6f98-5dc5-4a9f-9072-d9dd7c24f01b&limit=0
Monthly Labor Force (LINC)-NC,https://data.virginia.gov/api/action/datastore_search?resource_id=8a686aa7-b0af-4bf2-869e-5ae5a3a58fcb&limit=0
VDH PUD HAI ACH Core Element,https://data.virginia.gov/api/action/datastore_search?resource_id=8a72969b-0c9c-41a3-8979-33901a827978&limit=0
AuthHist - All With History,https://data.virginia.gov/api/action/datastore_search?resource_id=8a783fa5-644c-42dd-82f5-648eaa8515cb&limit=0
Mosquito Trap Counts,https://data.virginia.gov/api/action/datastore_search?resource_id=8ad40456-8b9d-46f4-ad75-9431173a5887&limit=0
2035 Land Use Classes,https://data.virginia.gov/api/action/datastore_search?resource_id=8ae6c58c-d256-4d9f-b669-a90f060d3b7c&limit=0
Building,https://data.virginia.gov/api/action/datastore_search?resource_id=8b73717a-b265-4b6f-a9f1-78137bbcae9d&limit=0
Amendment,https://data.virginia.gov/api/action/datastore_search?resource_id=8b82f092-64c3-48c9-bc51-d6883a9f099e&limit=0
HPMS Urban Summary 2019,https://data.virginia.gov/api/action/datastore_search?resource_id=8ba3224d-f569-4522-b214-672379fcb657&limit=0
PointsOfInterest layer,https://data.virginia.gov/api/action/datastore_search?resource_id=8bbfe779-a21a-430b-9637-69eb8526f0b3&limit=0
Bikeshare (Docked and Dockless) and E-scooter Systems by Year and City Served,https://data.virginia.gov/api/action/datastore_search?resource_id=8be79c81-14ea-48dd-81b6-6239bd822aeb&limit=0
ParcelsEnriched layer,https://data.virginia.gov/api/action/datastore_search?resource_id=8c260b9d-8400-4d80-85e0-233d5934f4ee&limit=0
City Tree Inventory,https://data.virginia.gov/api/action/datastore_search?resource_id=8c336397-ace8-40d7-94f1-ff9682791dec&limit=0
VDH-COVID-19-PublicUseDataset-Outbreaks - RETIRED Dataset,https://data.virginia.gov/api/action/datastore_search?resource_id=8c65a6c5-9dcd-46df-a4cf-cb68818cbc3c&limit=0
Dumfries Community Policing Data Report,https://data.virginia.gov/api/action/datastore_search?resource_id=8cac7ad0-0b88-497f-b68a-573c687f4e89&limit=0
Quarterly-census-of-employment-and-wages Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=8cb69a1e-68c1-4b2c-bd3a-7c806f20af2a&limit=0
VDH-COVID-19-PublicUseDataset-WW-Case,https://data.virginia.gov/api/action/datastore_search?resource_id=8ce4ca34-d60f-4876-ab8c-263fa04d8e24&limit=0
Bridge Polygons,https://data.virginia.gov/api/action/datastore_search?resource_id=8d567e8a-5530-4648-a376-b34c97c078f6&limit=0
Polling Places,https://data.virginia.gov/api/action/datastore_search?resource_id=8d638ddd-af5c-49ce-bb3a-5d7c964e6902&limit=0
Hospitals and Urgent Care Facilities,https://data.virginia.gov/api/action/datastore_search?resource_id=8d6732c2-eb68-4be1-94e0-5f2261252eb5&limit=0
Quarries,https://data.virginia.gov/api/action/datastore_search?resource_id=8d6bcf37-ce8f-437c-a8c1-bc03b1cd1bba&limit=0
Toms Creek Basin Unsewered,https://data.virginia.gov/api/action/datastore_search?resource_id=8db69322-18ad-4410-a11e-2b84999471a1&limit=0
prodAuto_briefType,https://data.virginia.gov/api/action/datastore_search?resource_id=8db8db93-cc1c-4d71-8181-04252d9eb2bf&limit=0
Bedford County Parks - Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=8dc7ed25-b855-47ed-a5e7-c2f9462f837b&limit=0
2022 - 2024 NTD Annual Data - Employees (by Mode and Employee Type),https://data.virginia.gov/api/action/datastore_search?resource_id=8e000105-5c91-46b2-b9d4-c668954f9ad6&limit=0
Duchesne Seasonally Adjusted Monthly Unemployment Rates 1990-2015 - UTAH,https://data.virginia.gov/api/action/datastore_search?resource_id=8e86e573-408a-462a-9da7-2db1178a0a13&limit=0
featAuto_measure_concernLevel,https://data.virginia.gov/api/action/datastore_search?resource_id=8ea494df-f367-4217-9893-8af19ba6004c&limit=0
High School Attendance Areas,https://data.virginia.gov/api/action/datastore_search?resource_id=8ec0649d-d963-4cbe-9ee5-c3ab60306c2e&limit=0
SchoolPoints layer,https://data.virginia.gov/api/action/datastore_search?resource_id=8ef68ba9-84b0-458c-b98a-c0c7093e3a81&limit=0
VDH Public Use Dataset Influenza Labs,https://data.virginia.gov/api/action/datastore_search?resource_id=8f013501-a5bd-45f0-9b2c-5aa09f67a04e&limit=0
scored segment 5pct,https://data.virginia.gov/api/action/datastore_search?resource_id=8f3c9896-2d33-4591-b586-814aebfd1eef&limit=0
scored segment 1pct,https://data.virginia.gov/api/action/datastore_search?resource_id=8f4a4fc9-4081-4103-a99a-c896e1268229&limit=0
Renewable Energy Permits,https://data.virginia.gov/api/action/datastore_search?resource_id=8f983ea2-1e38-4281-ad26-f6477a3a4966&limit=0
Streams layer,https://data.virginia.gov/api/action/datastore_search?resource_id=900fd5d6-7913-459b-94ca-df8a30fb67cb&limit=0
Active Air Sites,https://data.virginia.gov/api/action/datastore_search?resource_id=9012b09d-67c7-4827-9e1c-4ae4c1ef5daa&limit=0
Shopping Centers,https://data.virginia.gov/api/action/datastore_search?resource_id=903d59ba-08a8-414e-a18b-96af710a9b3c&limit=0
LandUsePlan layer,https://data.virginia.gov/api/action/datastore_search?resource_id=90488598-a9a1-401f-89f3-82e624464338&limit=0
featAuto_concernLevel,https://data.virginia.gov/api/action/datastore_search?resource_id=9060babf-e493-46d6-9315-19d910d828f9&limit=0
New York City Work and Family Leave Survey (WFLS) 2014,https://data.virginia.gov/api/action/datastore_search?resource_id=90654606-b32c-4485-bd50-83a276262f9a&limit=0
Fiduciary Records,https://data.virginia.gov/api/action/datastore_search?resource_id=906fc144-ddbb-444f-8bba-092c4ebfef67&limit=0
Free Negro Registrations,https://data.virginia.gov/api/action/datastore_search?resource_id=90844fe5-89d2-4b13-afb7-42ceca9f7b50&limit=0
Planning Districts,https://data.virginia.gov/api/action/datastore_search?resource_id=90903b7e-405a-480a-acac-12e46f9c0b63&limit=0
HighSchoolBoundary layer,https://data.virginia.gov/api/action/datastore_search?resource_id=90dd896a-91a9-4a95-a51d-493ee9903eaa&limit=0
Tax Increment Fund Boundaries,https://data.virginia.gov/api/action/datastore_search?resource_id=91011eb8-2439-4264-9cdd-47e4c84dbad7&limit=0
ElementarySchoolBoundary layer,https://data.virginia.gov/api/action/datastore_search?resource_id=911467fe-4a47-43ac-bc35-469aa3dd30df&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 10-20-2025-to-10-26-2025,https://data.virginia.gov/api/action/datastore_search?resource_id=915bd86c-ca61-4566-9f66-efcba48dc69a&limit=0
Borrow Pits,https://data.virginia.gov/api/action/datastore_search?resource_id=91875752-7f51-4194-afb5-6d752b355f19&limit=0
Service Area PUF – PY2026,https://data.virginia.gov/api/action/datastore_search?resource_id=91a03270-0739-4a57-8f11-fcd012c000cf&limit=0
Address,https://data.virginia.gov/api/action/datastore_search?resource_id=91af6a03-33e6-40ce-8f81-6607c9c20b27&limit=0
DQS NHIS Adult Summary Statistics Footnotes,https://data.virginia.gov/api/action/datastore_search?resource_id=91c747ab-4eb8-4748-a668-7729e52df5b6&limit=0
Ozone Daily Data in Virginia (2023),https://data.virginia.gov/api/action/datastore_search?resource_id=91cd1b29-20d9-45a8-b33b-dfed6f82e213&limit=0
FWS-Listed U.S. Species by Taxonomic Group - All Animals,https://data.virginia.gov/api/action/datastore_search?resource_id=921b9a2c-95ef-43e3-957a-4d522c5ef726&limit=0
Dam Break Inundation Zones,https://data.virginia.gov/api/action/datastore_search?resource_id=921fcfee-ed6e-40a5-8da2-1d02534cb04d&limit=0
Town of Bedford Parcels - Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=922047ae-4576-4e56-976c-0ebec32c758f&limit=0
Home Schooled Students & Religious Exemptions 2006-07,https://data.virginia.gov/api/action/datastore_search?resource_id=926d74b6-1193-420c-ab2a-27c5abbe0bb3&limit=0
Cemeteries,https://data.virginia.gov/api/action/datastore_search?resource_id=9281dac7-8f43-4da2-a05f-badcb6ca48ac&limit=0
Middle School Attendance Areas,https://data.virginia.gov/api/action/datastore_search?resource_id=930461f6-bbd4-4dcf-bf6e-f60e256b7154&limit=0
prodAuto_measure_allStates_downloadLink,https://data.virginia.gov/api/action/datastore_search?resource_id=937a724b-aac6-40ba-9c26-0d681a6c5473&limit=0
MS4ConnectionPoints 2021,https://data.virginia.gov/api/action/datastore_search?resource_id=9381f889-88c4-44cb-855c-676ee04ccbde&limit=0
Rate PUF – PY2026,https://data.virginia.gov/api/action/datastore_search?resource_id=93bb463d-ff40-441a-a87c-029dc19b4464&limit=0
YourMoney Active Pension Members - New Jersey,https://data.virginia.gov/api/action/datastore_search?resource_id=93d1225f-a087-4903-a43a-0a4f286f6706&limit=0
Mixed Use,https://data.virginia.gov/api/action/datastore_search?resource_id=93e065ed-32e9-45a3-83f3-6888acfd388b&limit=0
Employment - Employment Totals - Arlington County,https://data.virginia.gov/api/action/datastore_search?resource_id=93f5da97-804b-4f17-8b54-5f0b62a27537&limit=0
BuildingFootprints layer,https://data.virginia.gov/api/action/datastore_search?resource_id=944a1aac-05e4-4931-8635-ba8003c3156f&limit=0
"PLACES: Local Data for Better Health, Place Data 2024 release",https://data.virginia.gov/api/action/datastore_search?resource_id=94811194-6734-4c2b-ad22-73f12065151b&limit=0
Mile Marker Signs,https://data.virginia.gov/api/action/datastore_search?resource_id=949cab9d-b5f4-4696-8b2c-4846d34ba6ad&limit=0
Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program 2022-02-21 to 2022-02-27,https://data.virginia.gov/api/action/datastore_search?resource_id=94a580f7-b780-4dea-9fa7-3d32c6811b39&limit=0
North Carolina Department of Transportation (NCDOT) Work Zone Data Exchange (WZDx),https://data.virginia.gov/api/action/datastore_search?resource_id=94e59ebf-1f18-42fc-9cb0-9fa1b06e624c&limit=0
VDOT Bidirectional Traffic Volume 2024,https://data.virginia.gov/api/action/datastore_search?resource_id=94f637a5-862f-4fb2-b439-a82871441896&limit=0
EEO-4 Reports - New York,https://data.virginia.gov/api/action/datastore_search?resource_id=94fc808f-dc4e-4178-bd2a-ed58d688525f&limit=0
Miscellaneous Buildings,https://data.virginia.gov/api/action/datastore_search?resource_id=95025bd8-9a8e-4972-beef-102085cf35de&limit=0
Texas Statewide wages,https://data.virginia.gov/api/action/datastore_search?resource_id=951e5dd5-b9cd-4127-9b95-4d8f00fcf1d4&limit=0
Town Zoning,https://data.virginia.gov/api/action/datastore_search?resource_id=95291558-d562-4561-8faa-d4d3d2176b21&limit=0
Workforce Innovation Opportunity Act (WIOA) Title III Performance Accountability Metrics PY 2017-2018 - Current Annual Labor and Industry -PA,https://data.virginia.gov/api/action/datastore_search?resource_id=9529532e-a309-4009-8078-e78114e78a8a&limit=0
Texas Regional Economic Snapshots,https://data.virginia.gov/api/action/datastore_search?resource_id=9545c2f1-0129-4429-a9f6-2bc5f875046e&limit=0
Choose Maryland: Compare States - Quality Of Life,https://data.virginia.gov/api/action/datastore_search?resource_id=956e4645-0962-4e9e-8b59-a1ecbbb4f326&limit=0
Housing Crisis Hotline Call Purpose,https://data.virginia.gov/api/action/datastore_search?resource_id=957c1c86-2bfe-4361-a650-35ec70a3ef31&limit=0
Virginia Bar Exam Pass Rates 2025,https://data.virginia.gov/api/action/datastore_search?resource_id=95c6a36f-a228-4b08-aadd-9c55628a5337&limit=0
VDH PUD COVID-19 Flu,https://data.virginia.gov/api/action/datastore_search?resource_id=95c732d9-b69b-4c60-87f7-d75c567d4223&limit=0
Total Pay and Expenses FY2009-2014 - Vermont,https://data.virginia.gov/api/action/datastore_search?resource_id=95eab926-8d88-453c-ad0c-29aa15da9fc7&limit=0
Air Quality Index Report - City wise(Virginia) (2020),https://data.virginia.gov/api/action/datastore_search?resource_id=95f0dcb4-7c9a-4f17-8ccc-6c18601ba46d&limit=0
prodAuto_footnotes,https://data.virginia.gov/api/action/datastore_search?resource_id=961fa943-4513-41b4-9d10-4ff6589161b2&limit=0
STE VDOT SYIP APPRVD LINE,https://data.virginia.gov/api/action/datastore_search?resource_id=964a9f68-e168-49f3-912f-2f3fe361cb20&limit=0
Full-time Equivalent (FTE) Totals by Agency (2023-2019) - Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=96c8c3d8-ed32-4e95-a00d-9859da6a79fb&limit=0
Volunteer Group Areas,https://data.virginia.gov/api/action/datastore_search?resource_id=96f60d45-53fe-416f-bdbf-8c85c3a38c90&limit=0
School Accreditation Report 2019-20,https://data.virginia.gov/api/action/datastore_search?resource_id=97045df1-b8b8-4416-a8da-99a1fbc82978&limit=0
Delinquent Property Taxes,https://data.virginia.gov/api/action/datastore_search?resource_id=97233205-71ad-473a-9666-2c75751ddaa9&limit=0
Major Safety Events,https://data.virginia.gov/api/action/datastore_search?resource_id=97326cfc-652d-4ad1-8268-24f032d548ee&limit=0
Maryland's Counties - NAICS: 2010-2020 Historical and 2025-2050 Projected,https://data.virginia.gov/api/action/datastore_search?resource_id=97457322-0926-4143-8509-96a975a95d92&limit=0
"Provisional Percent of Deaths for COVID-19, Influenza, and RSV",https://data.virginia.gov/api/action/datastore_search?resource_id=976cd709-f204-4def-b9c4-3d17b1659022&limit=0
Air Quality Index Report - County wise(Virginia) (2021),https://data.virginia.gov/api/action/datastore_search?resource_id=976ee2f6-58e9-4321-986e-8c661995a703&limit=0
"Weekly Differences in Cumulative COVID-19 Vaccination Coverage and Comparison Between 2024–25 and 2023–24, Overall, by Jurisdiction Among Adults 18 Years",https://data.virginia.gov/api/action/datastore_search?resource_id=978cb40d-d315-4fd5-b702-d90f86500550&limit=0
Virginia Soil and Water Conservation Districts,https://data.virginia.gov/api/action/datastore_search?resource_id=978ec3f1-ab69-4c5b-8b55-d23ccdb49520&limit=0
Neighborhood Ultility Permits Line,https://data.virginia.gov/api/action/datastore_search?resource_id=9791b35d-d571-42ce-8ece-e4116f0671c5&limit=0
Bedford County Streams - Open Data,https://data.virginia.gov/api/action/datastore_search?resource_id=97d9fe94-f737-46f4-97ac-ae8cb32b86b5&limit=0
SpecialAssessDistrict layer,https://data.virginia.gov/api/action/datastore_search?resource_id=97dcfd5d-ca00-4b05-b47f-a66097015f51&limit=0
Annual Revenues,https://data.virginia.gov/api/action/datastore_search?resource_id=97e3235b-ac0a-4001-8003-36ff936b729b&limit=0
ImperviousAreas layer,https://data.virginia.gov/api/action/datastore_search?resource_id=980048d7-6e83-4a9c-9934-d0fedd13c402&limit=0
Norfolk Animal Care and Adoption Center (NACC),https://data.virginia.gov/api/action/datastore_search?resource_id=98469c32-a95e-42a4-9cfb-aeeac5b4a58a&limit=0
Report of Graduates 2001-02,https://data.virginia.gov/api/action/datastore_search?resource_id=98554038-fee0-4b2c-9095-ab9adfe50c82&limit=0
Virginia Bar Exam Pass Rates 2020,https://data.virginia.gov/api/action/datastore_search?resource_id=98612790-b1db-456a-90f5-5093e9cdb5c8&limit=0
BufferEasement layer,https://data.virginia.gov/api/action/datastore_search?resource_id=9862f044-7b36-4097-b9b0-7f52905d69fc&limit=0
2023 Countywide Impervious,https://data.virginia.gov/api/action/datastore_search?resource_id=98807b47-aa36-46af-a208-f9181fdf5432&limit=0
HPMS Urban Summary 2018,https://data.virginia.gov/api/action/datastore_search?resource_id=98eb9bf4-6aeb-4572-8ad4-ab8b40ac2ec7&limit=0
Tax Administration's Real Estate - Land Data,https://data.virginia.gov/api/action/datastore_search?resource_id=98fcca7f-95d8-4e0b-9f81-0560be073917&limit=0
"Access to Jobs in Virginia by census block 2023 (auto, bike, walk & transit)",https://data.virginia.gov/api/action/datastore_search?resource_id=9909dde4-eab4-460d-bd7d-202dbe6c47d5&limit=0
US BEA Employment by NAICS Industry-NC,https://data.virginia.gov/api/action/datastore_search?resource_id=99349e14-9ab3-4530-a1d8-5f4c7b48ccef&limit=0
VB Park Property,https://data.virginia.gov/api/action/datastore_search?resource_id=996c7c92-cd6f-419a-8f2c-2c71681ca168&limit=0
AFF - T100 Segment Summary,https://data.virginia.gov/api/action/datastore_search?resource_id=99a3ee4a-7b4f-4ba8-a4dd-fbad8f1f40cb&limit=0
TaxableUnits layer,https://data.virginia.gov/api/action/datastore_search?resource_id=99b49879-db3b-4983-a79e-2e980820278c&limit=0
Home Schooled Students & Religious Exemptions 2009-10,https://data.virginia.gov/api/action/datastore_search?resource_id=99d459a2-4f1f-408d-93ae-7375ee192497&limit=0
Magisterial Districts,https://data.virginia.gov/api/action/datastore_search?resource_id=99e8d472-7e86-4a94-ac0d-a140cb53ccd2&limit=0
Real Estate Assessments,https://data.virginia.gov/api/action/datastore_search?resource_id=9a39e956-3cca-44c3-af7e-962d57889a3c&limit=0
Provisional COVID-19 Death Counts by Week Ending Date and State,https://data.virginia.gov/api/action/datastore_search?resource_id=9a5233f1-b09b-43b7-844a-7effa3a77a2e&limit=0
Political Jurisdictions,https://data.virginia.gov/api/action/datastore_search?resource_id=9a59913b-b815-4f39-98f3-088757f4307d&limit=0
Urban Development Area,https://data.virginia.gov/api/action/datastore_search?resource_id=9a74b240-764e-4ca7-a23d-afe1a4ec4f09&limit=0
Zoning,https://data.virginia.gov/api/action/datastore_search?resource_id=9afece35-3ee5-43b5-9a9c-78c6694f7feb&limit=0
County Employment and Wages in Virginia - Across all Counties in Virginia,https://data.virginia.gov/api/action/datastore_search?resource_id=9b20538c-cc57-40c1-8e29-6f89b6570d7f&limit=0
eVA Procurement Data 2018,https://data.virginia.gov/api/action/datastore_search?resource_id=9b5b3b80-8edc-453b-960f-0a7203aa9353&limit=0
Non-County Parks,https://data.virginia.gov/api/action/datastore_search?resource_id=9b754321-9159-408b-b8d7-12ad760265c8&limit=0
Airline Quarterly Financial Review_Main_Both,https://data.virginia.gov/api/action/datastore_search?resource_id=9b9f146d-8386-456e-885f-0f167a55e00f&limit=0
Plan Attributes PUF - PY2026,https://data.virginia.gov/api/action/datastore_search?resource_id=9bcfbc2d-4749-4586-b1dd-1d49a3bfea02&limit=0
